File,Line
2011-04-01__56__src__test__java__org__apache__commons__math__stat__StatUtilsTest.java,44
2011-04-01__56__src__test__java__org__apache__commons__math__stat__StatUtilsTest.java,45
2009-01-06__94__src__java__org__apache__commons__math__stat__Frequency.java,200
2011-11-27__43__src__main__java__org__apache__commons__math__util__OpenIntToDoubleHashMap.java,504
2011-11-27__43__src__main__java__org__apache__commons__math__util__OpenIntToDoubleHashMap.java,569
2009-01-06__94__src__test__org__apache__commons__math__FunctionEvaluationExceptionTest.java,41
2009-01-06__94__src__test__org__apache__commons__math__FunctionEvaluationExceptionTest.java,42
2009-01-06__94__src__test__org__apache__commons__math__FunctionEvaluationExceptionTest.java,57
2009-01-06__94__src__test__org__apache__commons__math__FunctionEvaluationExceptionTest.java,58
2010-04-25__70__src__main__java__org__apache__commons__math__optimization__fitting__HarmonicFitter.java,84
2011-07-14__53__src__main__java__org__apache__commons__math__util__OpenIntToDoubleHashMap.java,507
2011-07-14__53__src__main__java__org__apache__commons__math__util__OpenIntToDoubleHashMap.java,572
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__TriDiagonalTransformerTest.java,161
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__TriDiagonalTransformerTest.java,73
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__TriDiagonalTransformerTest.java,109
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__TriDiagonalTransformerTest.java,174
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__TriDiagonalTransformerTest.java,177
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__TriDiagonalTransformerTest.java,178
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__TriDiagonalTransformerTest.java,123
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__TriDiagonalTransformerTest.java,93
2009-01-06__94__src__test__org__apache__commons__math__linear__SingularValueDecompositionImplTest.java,165
2009-01-06__94__src__test__org__apache__commons__math__linear__SingularValueDecompositionImplTest.java,205
2010-04-25__70__src__test__java__org__apache__commons__math__optimization__general__MinpackTest.java,576
2010-04-25__70__src__test__java__org__apache__commons__math__optimization__general__MinpackTest.java,501
2010-04-25__70__src__test__java__org__apache__commons__math__optimization__general__MinpackTest.java,502
2010-04-25__70__src__test__java__org__apache__commons__math__optimization__general__MinpackTest.java,503
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,129
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,136
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,145
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,28
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,29
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,41
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,162
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,163
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,44
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,58
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,62
2010-07-23__67__src__test__java__org__apache__commons__math__linear__EigenSolverTest.java,125
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,128
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,129
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,130
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,131
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,261
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,135
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,136
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,137
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,138
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,265
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,266
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,267
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,147
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,149
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,160
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,301
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,305
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,306
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,307
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,193
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,194
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,195
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,76
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,77
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,78
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,79
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,80
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,81
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,212
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,213
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,214
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,224
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,226
2009-07-07__85__src__test__org__apache__commons__math__linear__FieldLUDecompositionImplTest.java,228
2008-06-16__98__src__test__org__apache__commons__math__random__ValueServerTest.java,36
2008-06-16__98__src__test__org__apache__commons__math__random__ValueServerTest.java,125
2008-06-16__98__src__test__org__apache__commons__math__random__ValueServerTest.java,111
2009-02-21__99__src__test__org__apache__commons__math__stat__FrequencyTest.java,192
2009-02-21__99__src__test__org__apache__commons__math__stat__FrequencyTest.java,37
2009-02-21__99__src__test__org__apache__commons__math__stat__FrequencyTest.java,38
2009-02-21__99__src__test__org__apache__commons__math__stat__FrequencyTest.java,39
2009-02-21__99__src__test__org__apache__commons__math__stat__FrequencyTest.java,40
2009-02-21__99__src__test__org__apache__commons__math__stat__FrequencyTest.java,41
2009-02-21__99__src__test__org__apache__commons__math__stat__FrequencyTest.java,42
2009-02-21__99__src__test__org__apache__commons__math__stat__FrequencyTest.java,43
2009-02-21__99__src__test__org__apache__commons__math__stat__FrequencyTest.java,134
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,132
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,149
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,151
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,154
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,155
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,57
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,58
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,59
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,60
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,67
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,69
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,80
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,82
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,97
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,99
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,111
2009-02-21__99__src__test__org__apache__commons__math__linear__decomposition__CholeskyDecompositionImplTest.java,120
2011-11-27__43__src__main__java__org__apache__commons__math__stat__descriptive__summary__SumOfLogs.java,75
2009-10-31__81__src__main__java__org__apache__commons__math__optimization__general__LevenbergMarquardtOptimizer.java,423
2009-10-31__81__src__main__java__org__apache__commons__math__optimization__general__LevenbergMarquardtOptimizer.java,294
2009-01-06__94__src__java__org__apache__commons__math__distribution__TDistributionImpl.java,54
2009-10-31__81__src__main__java__org__apache__commons__math__ode__MultistepIntegrator.java,311
2007-06-14__104__src__test__org__apache__commons__math__linear__RealMatrixImplTest.java,275
2010-05-29__68__src__test__java__org__apache__commons__math__analysis__integration__TrapezoidIntegratorTest.java,99
2010-05-29__68__src__test__java__org__apache__commons__math__analysis__integration__TrapezoidIntegratorTest.java,108
2010-05-29__68__src__test__java__org__apache__commons__math__analysis__integration__TrapezoidIntegratorTest.java,90
2010-05-29__68__src__test__java__org__apache__commons__math__random__ValueServerTest.java,33
2010-05-29__68__src__test__java__org__apache__commons__math__random__ValueServerTest.java,116
2010-05-29__68__src__test__java__org__apache__commons__math__random__ValueServerTest.java,102
2011-01-17__59__src__main__java__org__apache__commons__math__stat__descriptive__summary__SumOfSquares.java,64
2009-07-07__85__src__test__org__apache__commons__math__linear__RealMatrixImplTest.java,645
2009-07-07__85__src__test__org__apache__commons__math__linear__RealMatrixImplTest.java,522
2009-07-07__85__src__test__org__apache__commons__math__linear__RealMatrixImplTest.java,523
2009-07-07__85__src__test__org__apache__commons__math__linear__RealMatrixImplTest.java,690
2009-07-07__85__src__test__org__apache__commons__math__linear__RealMatrixImplTest.java,565
2009-07-07__85__src__test__org__apache__commons__math__linear__RealMatrixImplTest.java,730
2009-07-07__85__src__test__org__apache__commons__math__linear__RealMatrixImplTest.java,605
2011-01-17__59__src__test__java__org__apache__commons__math__linear__ArrayRealVectorTest.java,516
2008-06-16__98__src__java__org__apache__commons__math__analysis__PolynomialSplineFunction.java,99
2009-10-31__81__src__main__java__org__apache__commons__math__MathRuntimeException.java,492
2009-10-31__81__src__main__java__org__apache__commons__math__MathRuntimeException.java,106
2009-10-31__81__src__main__java__org__apache__commons__math__MathRuntimeException.java,109
2011-04-01__56__src__main__java__org__apache__commons__math__stat__correlation__Covariance.java,228
2010-07-23__67__src__main__java__org__apache__commons__math__ode__sampling__AbstractStepInterpolator.java,48
2010-07-23__67__src__main__java__org__apache__commons__math__ode__sampling__AbstractStepInterpolator.java,51
2009-10-31__81__src__test__java__org__apache__commons__math__util__DefaultTransformerTest.java,93
2008-06-16__98__src__test__org__apache__commons__math__analysis__UnivariateRealSolverUtilsTest.java,96
2008-06-16__98__src__test__org__apache__commons__math__analysis__UnivariateRealSolverUtilsTest.java,89
2009-12-28__77__src__test__java__org__apache__commons__math__util__DefaultTransformerTest.java,93
2011-01-17__59__src__test__java__org__apache__commons__math__distribution__BetaDistributionTest.java,290
2009-01-06__94__src__java__org__apache__commons__math__analysis__UnivariateRealSolverUtils.java,199
2011-02-22__58__src__main__java__org__apache__commons__math__util__OpenIntToDoubleHashMap.java,507
2011-02-22__58__src__main__java__org__apache__commons__math__util__OpenIntToDoubleHashMap.java,572
2009-06-02__88__src__java__org__apache__commons__math__analysis__solvers__UnivariateRealSolverUtils.java,198
2008-06-16__98__src__java__org__apache__commons__math__MaxIterationsExceededException.java,35
2008-03-14__101__src__java__org__apache__commons__math__analysis__SimpsonIntegrator.java,103
2008-03-14__101__src__java__org__apache__commons__math__analysis__SimpsonIntegrator.java,74
2008-03-14__101__src__java__org__apache__commons__math__analysis__SimpsonIntegrator.java,83
2009-03-29__91__src__java__org__apache__commons__math__optimization__general__AbstractScalarDifferentiableOptimizer.java,124
2009-03-29__91__src__java__org__apache__commons__math__optimization__general__AbstractScalarDifferentiableOptimizer.java,125
2007-06-14__104__src__java__org__apache__commons__math__distribution__FDistributionImpl.java,155
2007-06-14__104__src__java__org__apache__commons__math__distribution__FDistributionImpl.java,177
2011-01-17__59__src__main__java__org__apache__commons__math__genetics__AbstractListChromosome.java,40
2010-02-21__73__src__test__java__org__apache__commons__math__linear__TriDiagonalTransformerTest.java,66
2010-02-21__73__src__test__java__org__apache__commons__math__linear__TriDiagonalTransformerTest.java,102
2010-02-21__73__src__test__java__org__apache__commons__math__linear__TriDiagonalTransformerTest.java,167
2010-02-21__73__src__test__java__org__apache__commons__math__linear__TriDiagonalTransformerTest.java,170
2010-02-21__73__src__test__java__org__apache__commons__math__linear__TriDiagonalTransformerTest.java,171
2010-02-21__73__src__test__java__org__apache__commons__math__linear__TriDiagonalTransformerTest.java,116
2010-02-21__73__src__test__java__org__apache__commons__math__linear__TriDiagonalTransformerTest.java,86
2010-02-21__73__src__test__java__org__apache__commons__math__linear__TriDiagonalTransformerTest.java,154
2011-07-14__53__src__main__java__org__apache__commons__math__optimization__fitting__GaussianFitter.java,91
2011-07-14__53__src__main__java__org__apache__commons__math__optimization__fitting__GaussianFitter.java,103
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,514
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,515
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1026
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1027
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1029
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,526
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,530
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,534
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1046
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1048
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1056
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1057
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1058
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1059
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1060
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1061
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1062
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1067
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1075
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,566
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1080
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1085
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,582
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1104
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,604
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,606
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,610
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,642
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1161
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1167
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1169
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1170
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,661
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1173
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1174
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1181
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,166
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1187
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1189
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1190
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1193
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1194
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,174
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,177
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1201
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,695
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1207
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,697
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1209
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1210
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,188
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1213
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1214
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,706
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,707
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1221
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1227
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1229
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1230
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1233
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1234
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,722
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,723
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,212
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,725
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,729
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1241
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,737
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,738
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1263
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,756
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,758
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,248
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,249
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,252
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,768
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,259
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,266
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,783
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,784
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,786
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,277
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,790
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,798
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,799
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,288
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,295
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,302
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,817
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,819
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,309
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,829
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,316
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,842
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,843
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,845
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,849
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,857
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,346
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,858
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,876
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,878
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,888
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,901
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,902
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,904
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,908
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,411
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,412
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,413
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,414
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,940
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,952
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,966
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,967
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,969
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,484
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1000
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,1012
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,510
2010-07-23__67__src__test__java__org__apache__commons__math__linear__BlockFieldMatrixTest.java,511
2010-11-29__60__src__test__java__org__apache__commons__math__random__EmpiricalDistributionTest.java,38
2010-11-29__60__src__test__java__org__apache__commons__math__random__EmpiricalDistributionTest.java,39
2009-02-21__99__src__test__org__apache__commons__math__stat__regression__MultipleLinearRegressionAbstractTest.java,28
2007-06-14__104__src__java__org__apache__commons__math__random__EmpiricalDistributionImpl.java,357
2007-06-14__104__src__java__org__apache__commons__math__random__EmpiricalDistributionImpl.java,359
2012-04-01__35__src__main__java__org__apache__commons__math3__dfp__DfpMath.java,658
2012-09-05__24__src__main__java__org__apache__commons__math3__optimization__direct__BOBYQAOptimizer.java,1721
2012-09-05__24__src__main__java__org__apache__commons__math3__optimization__direct__BOBYQAOptimizer.java,1858
2012-09-05__24__src__main__java__org__apache__commons__math3__optimization__direct__BOBYQAOptimizer.java,1396
2009-10-31__81__src__test__java__org__apache__commons__math__optimization__univariate__BrentMinimizerTest.java,47
2009-10-31__81__src__test__java__org__apache__commons__math__optimization__univariate__BrentMinimizerTest.java,57
2009-10-31__81__src__test__java__org__apache__commons__math__optimization__univariate__BrentMinimizerTest.java,52
2009-10-31__81__src__test__java__org__apache__commons__math__optimization__univariate__BrentMinimizerTest.java,53
2009-10-31__81__src__test__java__org__apache__commons__math__optimization__univariate__BrentMinimizerTest.java,54
2009-10-31__81__src__test__java__org__apache__commons__math__optimization__univariate__BrentMinimizerTest.java,110
2009-07-07__85__src__test__org__apache__commons__math__random__EmpiricalDistributionTest.java,42
2009-07-07__85__src__test__org__apache__commons__math__random__EmpiricalDistributionTest.java,43
2010-04-25__70__src__main__java__org__apache__commons__math__stat__descriptive__summary__Product.java,64
2008-08-21__96__src__java__org__apache__commons__math__stat__Frequency.java,200
2010-04-25__70__src__main__java__org__apache__commons__math__linear__ArrayRealVector.java,698
2010-04-25__70__src__main__java__org__apache__commons__math__linear__ArrayRealVector.java,704
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,32
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,33
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,34
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,35
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,36
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,37
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,38
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,39
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,40
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,41
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,42
2008-01-07__102__src__test__org__apache__commons__math__stat__StatUtilsTest.java,58
2009-07-07__85__src__test__org__apache__commons__math__util__MathUtilsTest.java,389
2009-07-07__85__src__test__org__apache__commons__math__util__MathUtilsTest.java,775
2009-07-07__85__src__test__org__apache__commons__math__util__MathUtilsTest.java,309
