File,Line
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__SimpleDialFrameTests.java,147
2008-02-19__16__trunk__tests__org__jfree__chart__axis__junit__AxisTests.java,206
2007-08-27__25__trunk__source__org__jfree__chart__LegendItemCollection.java,147
2007-07-06__26__trunk__tests__org__jfree__chart__axis__junit__AxisTests.java,208
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialFrameTests.java,124
2007-07-06__26__trunk__source__org__jfree__data__time__TimeSeries.java,856
2008-02-19__16__trunk__tests__org__jfree__chart__plot__junit__CategoryPlotTests.java,122
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__StandardDialRange.java,329
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,225
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,99
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,105
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,111
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,93
2007-07-06__26__trunk__source__org__jfree__chart__renderer__category__GroupedStackedBarRenderer.java,364
2007-08-27__25__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,77
2007-08-27__25__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,80
2007-08-27__25__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,90
2007-08-27__25__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,91
2007-07-06__26__trunk__source__org__jfree__chart__imagemap__ImageMapUtilities.java,176
2007-07-06__26__trunk__source__org__jfree__chart__imagemap__ImageMapUtilities.java,177
2007-07-06__26__trunk__tests__org__jfree__data__statistics__junit__DefaultStatisticalCategoryDatasetTests.java,119
2007-07-06__26__trunk__tests__org__jfree__data__statistics__junit__DefaultStatisticalCategoryDatasetTests.java,117
2008-11-24__5__trunk__tests__org__jfree__chart__axis__junit__AxisTests.java,207
2007-11-22__18__trunk__source__org__jfree__chart__util__SerialUtilities.java,329
2008-02-19__16__trunk__tests__org__jfree__data__time__junit__TimeSeriesTests.java,327
2008-02-19__16__trunk__tests__org__jfree__data__time__junit__TimeSeriesTests.java,328
2008-04-07__14__trunk__tests__org__jfree__chart__axis__junit__AxisTests.java,206
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__StandardDialScale.java,173
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__StandardDialScale.java,71
2007-07-06__26__trunk__tests__org__jfree__chart__renderer__category__junit__IntervalBarRendererTests.java,144
2007-07-06__26__trunk__tests__org__jfree__chart__renderer__category__junit__IntervalBarRendererTests.java,145
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,225
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,99
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,105
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,111
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialScaleTests.java,93
2007-08-27__25__trunk__tests__org__jfree__data__time__junit__DayTests.java,61
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialFrameTests.java,124
2007-08-27__25__trunk__source__org__jfree__data__time__TimeSeries.java,856
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__SimpleDialFrameTests.java,147
2007-08-27__25__trunk__tests__org__jfree__chart__axis__junit__AxisTests.java,208
